Y,Peak_Force_X1,Peak_Force_X2,Peak_Force_Y1,Peak_Force_Y2,Peak_Force_Z1,Peak_Force_Z2,Mean_Force_X1,Mean_Force_X2,Mean_Force_Y1,Mean_Force_Y2,Mean_Force_Z1,Mean_Force_Z2,Mean_FTI_Left,Mean_FTI_Right,Step_Duration,Average_Loading_Rate_Left,Average_Loading_Rate_Right,Average_Unloading_Rate_Left,Average_Unloading_Rate_Right,Time_To_Peak_Force_Left,Time_To_Peak_Force_Right,Double_Support_Time,Stance_Duration,Swing_Duration,FFT_Mean_Left,FFT_std_Left,FFT_Max_Left,FFT_Mean_Right,FFT_std_Right,FFT_Max_Right,PSD_Peak_Freq_Left,PSD_Total_Power_Left,PSD_Band_Ratio_Left,PSD_Peak_Freq_Right,PSD_Total_Power_Right,PSD_Band_Ratio_Right,Harmonic_Ratio_Left,Harmonic_Ratio_Right
2,159.313034,152.692719,37.049057,54.877819,705.387329,653.241333,-1.8583774075461803,-0.3192191530387365,-19.083064158838308,18.739921850071852,416.4381874800917,414.24344230756077,271.8996240079943,267.4606506039972,0.5044529914529915,1388.865539950213,2344.1487659780187,3945.34000995987,2804.401994440557,0.48049152542372875,0.3441186440677967,0.14526890756302524,0.6497203389830508,0.36130508474576273,3595.833197158136,110846.7124807397,16161934.765315998,3503.234532031721,109467.94692762052,15941844.22875,0.9833333333333333,3602296.432318209,0.2619543058184604,0.9833333333333333,3533489.09804434,0.24985576570561896,101.09950079659231,103.24789439585655
2,165.632629,170.801804,30.085997,58.12241,689.967834,685.110291,-0.41120248455548325,-1.6866780202999985,-19.165142564867683,18.558362512917455,419.3342098770266,417.6726412966345,260.8068545824112,259.2906274595642,0.48611570247933883,1670.7632509910925,2985.3366048827043,4094.3014456938254,2489.469533880085,0.4374426229508197,0.27670491803278685,0.13546341463414632,0.621622950819672,0.3544344262295082,3627.88807130203,111031.59850425657,16134957.839171,3119.8783089071876,110176.02563205009,15969505.902613001,1.0333333333333332,3673158.0225021485,0.9877212632022266,1.0333333333333332,3649598.260922645,0.9879361618345186,206.00915284707327,223.78793663035157
2,168.518936,165.333313,29.974522,65.282829,687.59198,690.695435,-1.168053397209214,-0.9992270579713554,-20.314664453948723,19.732639899745056,422.0470072820995,417.57176222346345,255.3756647058898,252.19352705495766,0.47425599999999996,3355.082551216555,3881.0357368836285,2422.0309329578045,1841.5073360852182,0.25225806451612903,0.19328571428571426,0.13036507936507938,0.6046296722990272,0.34536047107014844,3317.789410201821,111850.11118614515,16216634.673276,2941.04200574252,110018.97824893527,15893277.748341002,1.05,3756699.421790321,0.9970767753976747,1.05,3704544.6512647625,0.9970670630402942,441.9075622864127,501.9322959744214
2,171.361664,170.103531,28.687349,66.011604,707.281494,716.576172,-0.7304406629446621,-1.4524421830243892,-20.223315492965718,19.682432384808703,417.90929128107325,418.951911111555,245.41061441260936,244.16913826911025,0.4571317829457365,4585.039013065045,4541.883531320577,1579.001955424782,1577.9949418598812,0.15068750000000003,0.1503076923076923,0.12826153846153845,0.5854626201923077,0.3323786057692308,3748.8142192138976,111653.07114063023,16174526.297261,3587.679018562843,110841.27346042231,15986293.206159003,1.1,3754677.662681358,0.9989436482874444,1.1,3782100.4605657095,0.9989589398327968,443.4632094136016,474.01857400995647
3,67.577026,70.857597,9.678557,40.37627,667.544373,660.296387,-3.314266841661696,0.6330941165525704,-19.163029298752043,18.353479286498544,428.85675452572536,428.1692109387926,479.4337705711802,481.8253341425451,0.79272,1609.6129573474675,1665.9863076383067,883.6641089706372,872.3299252089014,0.39575675675675676,0.3884054054054054,0.32761333333333337,1.1216486486486485,0.4755135135135135,3170.3405821142987,122539.69626278538,18159617.705993,3092.3489182711637,123089.72569567947,18220097.884863,0.6333333333333333,4019876.751057516,0.053272273499381795,0.6333333333333333,4078504.6821629438,0.05320982036257752,199.43257396836827,199.8065155102724
3,86.9972,137.581131,13.964598,47.034897,779.461853,659.183838,-1.38850905790142,-1.3078641771875228,-22.164274790483045,21.137277977137874,438.4542662772328,440.48920892106554,434.6093381513062,441.8160954751077,0.723037037037037,1712.3842735056817,1597.850948733109,1090.615251432221,1276.5674455657042,0.38182499999999997,0.4406341463414635,0.27342682926829265,0.996852743902439,0.45753048780487804,4039.9800682815358,122841.95797243004,18183617.076564,3245.562402121022,123296.06216477345,18231065.941806,0.7,4080900.1436955724,0.06761418326680725,0.7,4143760.643629176,0.06665866380047324,117.03198941835699,165.69169974526025
3,89.721664,95.721321,18.459818,56.119373,650.648987,665.736389,-3.056301313575853,0.43103456978374527,-22.49405550782126,21.868785269580716,444.90988912843255,443.06511473710594,386.17479213169685,384.4340455766432,0.6358709677419355,1959.0055231555348,1602.2900783534405,1397.6467897738264,1878.6161508064963,0.35489361702127664,0.46045652173913043,0.23198936170212764,0.8677842275670675,0.4131496299722479,2818.5876490135247,122970.19127941255,18174844.123693004,2892.0449529368148,123330.23952821226,18209746.696727,0.7833333333333333,4113003.975187241,0.09004087240227589,0.7833333333333333,4161184.132166033,0.08117161771382367,136.47644153740197,119.73927913159703
3,104.023102,92.677612,9.324604,56.438095,678.933655,673.503967,-2.477366827426309,-0.11768407159391568,-23.36385764286271,22.805838992593912,450.66192548786984,443.89148581050176,361.3845680722516,352.6171023609231,0.5885445544554455,1445.257620399752,1670.1597324594252,2584.3609567906424,2146.393264061032,0.50846,0.43886274509803924,0.2092745098039216,0.7981164705882353,0.3777607843137255,2284.9614194223213,124172.52849201809,18394066.302151002,2140.2822130452214,122246.06750211409,17999760.544986,0.85,4148489.634899071,0.11114817891751824,0.85,4154291.165279864,0.09078478273696229,761.9078954050058,681.5633055510219
3,107.144295,106.344109,65.791115,57.519077,676.04303,776.218506,-3.6332651307003596,1.2134235621528382,-23.411967627024538,23.22013200697582,453.0331645350402,444.0752355364432,348.17529731302045,335.982074767024,0.5643333333333334,1681.7427996933566,1649.1023018495698,2696.5829756899016,2500.0008298571365,0.46699999999999997,0.4458076923076923,0.19851886792452833,0.7629101959361393,0.37097986211901307,2824.966876943565,124718.55631031892,18470835.947674,3002.009295118463,121812.2775455269,17924556.241007,0.8833333333333333,4167108.7838507625,0.14192139245920637,0.8833333333333333,4109230.3144589523,0.1092508745499579,368.9242417250154,282.55571819350496
3,128.189651,118.905457,20.424746,60.534775,695.591492,701.910034,-2.3745001475604472,-0.09502289121638204,-24.476859798162362,24.335184846505282,455.20458374304377,446.43560532569154,331.53518041732116,319.32225006476665,0.5363963963963965,1703.5464427506183,1945.9193004729407,3170.4987395821145,2549.970057464162,0.4686363636363637,0.3948909090909092,0.18614414414414407,0.7225727272727274,0.35451818181818184,2747.008545496548,125205.59733280983,18531453.823624,2718.4954616681957,121664.74458228247,17900262.379679002,0.9333333333333333,4255919.413572654,0.1716686679574093,0.9333333333333333,4124676.623840626,0.1264279272786258,745.4204990392561,613.2631526130665
3,130.945892,129.992386,20.583925,59.892731,712.411133,696.140747,-2.9241414866354325,0.6555572283447714,-23.687153626592032,23.494336116517385,461.88200669434576,451.18495380320786,337.19867020655755,310.907744067311,0.5247614678899082,2721.7932444576873,2827.9851478165874,2403.9739477707426,1860.689879628229,0.32499999999999996,0.26762499999999995,0.18795454545454543,0.7126448051948052,0.36069285714285715,2673.808773432937,125757.81560068774,18559154.002109,2707.8419691683625,121522.08096502016,17833346.961965002,0.95,4320729.749332554,0.20213651221364928,0.95,4163900.0846776753,0.15812551820242055,700.1140401455824,560.2474048191414
3,144.498032,138.470673,16.300127,60.133133,779.461365,707.033142,-3.5092076449001004,0.8248630053614104,-24.721559492446417,24.321475385600845,467.39349493716134,451.2564917403406,312.16361664119216,298.4308451366172,0.5031932773109243,2834.5280633086218,3173.4807279333436,2777.555611915515,1737.5819251919418,0.32744067796610166,0.2299491525423729,0.16172268907563025,0.664686440677966,0.34161016949152545,3970.1648584940485,126864.51761070774,18701932.991159,3429.2168769364716,121055.51838853424,17743622.146084,1.0,4449762.127870669,0.29038806442374415,1.0,4161524.1518366896,0.22194015081189244,288.3039968933474,251.42511203285284
3,155.984085,152.411087,19.333582,66.945801,759.776184,741.939148,-3.5487015353185813,1.5925875564949246,-22.925518406160712,23.02030873129872,462.8672265611366,452.82655017505726,316.3434908753447,288.8583171422444,0.4903333333333333,3835.770078010114,3542.3299989645325,1936.6891636626265,1996.2483496917262,0.2479322033898305,0.2275833333333333,0.17325423728813558,0.663637429378531,0.3372159604519774,3034.323829101906,127133.52517586345,18678049.218132,3076.9187043045213,121374.6775463536,17723191.391578,1.0166666666666666,4553989.335904219,0.9551644552731979,1.0166666666666666,4320791.414594005,0.9513322019806921,457.69060356503576,360.5956686072665
3,176.390274,173.897369,15.167337,69.560135,799.300659,769.858948,-3.227343994847256,0.9150059212269839,-24.21291435418109,24.268169528035628,465.1848964097918,455.5434337200763,307.0105993653639,281.4202897114341,0.4920495867768595,4404.0442366768075,4115.891579987539,1773.8024199204172,1752.5215967690758,0.20719999999999997,0.18329032258064515,0.14949180327868852,0.6416897849462365,0.3313247311827957,3100.906451627428,127671.7689075463,18711878.465912,3101.4055109098676,121951.71685853718,17752320.022035003,1.05,4640165.507471605,0.9960627797854438,1.05,4361134.125422824,0.9957408551614026,923.9337961333653,794.3441886641289
3,197.043884,179.433838,16.144871,80.591759,815.485596,810.005188,-3.5058566301224703,1.3551426880723083,-24.325969676838845,24.533546258922954,467.26710877033565,454.87641289109956,296.2136670542262,272.0767908065352,0.46429921259842516,4976.887762396094,4422.235296241238,1749.3876016562576,1945.0805176719255,0.16814285714285718,0.183375,0.14586614173228346,0.6175318700396826,0.32315997023809523,3733.809001315352,128762.86356140858,18796001.250396997,3534.105712924363,122087.69629132732,17670080.14288,1.0833333333333333,4782005.660449056,0.9955669329563354,1.0833333333333333,4528982.131510956,0.9952620912564798,229.218721023115,197.64450806202623
3,211.524887,192.450546,13.756745,74.039253,844.534973,834.078857,-2.7748112439629584,0.5995461350758875,-23.254295117315127,23.35475880178643,468.35543609803307,458.33375314495277,299.70146785805633,267.2756129541326,0.476784,5535.738815031035,4974.874386786911,1692.905015823437,1865.4114500798937,0.16770967741935486,0.16095454545454543,0.13738095238095235,0.6145190615835777,0.31917253176930593,3855.686106307707,129584.17079206384,18851596.028709996,3192.770333194821,122716.04382671068,17650520.416456,1.1,4908443.598391679,0.988025508213147,1.1,4644433.300001352,0.9870143277019127,556.1864002696507,603.3976694068906
5,74.061287,66.499268,16.804247,40.198742,666.864624,659.381531,-2.300015146065732,0.21646819088286756,-19.635441603441173,18.429072965115154,477.6640565586485,472.6885912104236,540.2428283839582,537.1891038086023,0.8504202898550725,1157.685439506724,1089.8069620901829,1445.895338557195,1262.2124716834664,0.6149411764705882,0.6027714285714285,0.2831142857142857,1.133685294117647,0.5691768907563025,3556.2096424724896,129846.08988448713,19132396.683532998,3426.6376896398347,128731.13493549816,18926057.218235,0.5833333333333334,4699376.238872143,0.07598612910085557,0.5833333333333334,4676216.064114108,0.07074062183223985,184.22285034906545,211.19624053902936
5,88.111382,130.81337,22.634398,41.411873,668.922485,692.97876,-2.622813386649637,-0.020996006075057128,-21.149689511717874,20.072319690017263,484.0612593391472,484.3200842163076,493.209047286446,505.07023008598424,0.7877466666666667,964.4317684550986,1004.0986021874929,2200.9088934994984,1859.23981056911,0.6942702702702702,0.6592162162162163,0.24314666666666662,1.0307297297297298,0.5602702702702702,2945.9410523984297,128360.46575796383,18796547.42746,2813.072862826361,130751.78315289684,19291892.056348998,0.6333333333333333,4714422.335080421,0.08535644864843997,0.6333333333333333,4699684.120359232,0.08343282314166886,258.5384257321353,290.7443826005021
5,92.888741,89.958527,20.555132,47.282097,692.476807,754.300781,-1.040131106145686,-1.0063674526642814,-20.89532508214835,19.478951296436776,486.3904091524968,488.00636963966934,460.6639244150667,464.63026120761043,0.7300123456790124,919.7943893883105,903.3586769342328,2700.891281091369,2732.674680173229,0.702175,0.712875,0.21939506172839507,0.9495125,0.5258125,2975.5217040475786,129035.78519468293,18954533.454653002,3127.619668552419,129976.23083278295,19122438.595574,0.6833333333333333,4688472.01343705,0.09134049290481766,0.6833333333333333,4721894.734445493,0.09617248083457275,298.91993798958794,310.46291168995253
5,97.300034,92.959389,19.791039,46.961433,679.711121,684.215271,-2.1516024038918244,-0.13222570810444167,-24.326168884983925,23.363549383480077,489.2494903742292,486.95784439197774,431.30893136452266,429.21613254699025,0.6785862068965517,1097.9606578653686,965.195769997877,2998.637982711135,3067.593227663981,0.6422727272727274,0.6705348837209303,0.20278409090909089,0.8814593023255815,0.4868512156448203,3248.9308234718164,129552.7555623396,19033787.027758002,3120.8345812450334,129474.8545542086,19051501.620031,0.7333333333333333,4733806.207357115,0.11188269180338031,0.7333333333333333,4689654.7054142635,0.10715208162675284,416.1900606054011,436.92740455106576
5,116.526695,110.536842,18.337019,51.187939,715.055725,699.12384,-2.371528138667421,-0.31167645141735983,-24.676183640706665,23.977815228899793,491.5954257298658,489.15859080678456,406.6293365327464,408.43957783814847,0.6423736263736264,2403.6626956818095,1285.6605915343987,1925.0848753999735,2993.13809347738,0.3618260869565218,0.5862608695652174,0.1885591397849462,0.8310326086956522,0.46343478260869564,2916.6446716812084,129314.75923091496,18900551.365879,3016.5631508038837,130298.7329233228,19204583.027310997,0.7833333333333333,4835553.742544271,0.13863895154489977,0.7833333333333333,4702127.788758657,0.12783963349275962,127.5538220928742,137.3406681879163
5,117.897964,141.158264,19.62991,197.052094,737.220825,748.88147,-1.906314296519787,-0.4007017219906681,-24.23994798229441,23.324619170432612,490.232808543398,492.5450968440886,384.29102229427036,390.0605137479253,0.6105876288659794,3317.9009862607236,2912.36855192463,1268.1851903080583,1837.6559836835547,0.2166122448979592,0.3095,0.1773469387755102,0.7878660714285715,0.43434715136054425,2677.7780454856897,129257.28808444804,18855394.320465997,2988.1907453173835,131108.17603273157,19233449.923164,0.8166666666666667,4881132.017374744,0.15945414594234908,0.8166666666666667,4822252.146691312,0.15684635568066518,552.4351897300583,499.94161108566516
