Y,Peak_Force_X1,Peak_Force_X2,Peak_Force_Y1,Peak_Force_Y2,Peak_Force_Z1,Peak_Force_Z2,Mean_Force_X1,Mean_Force_X2,Mean_Force_Y1,Mean_Force_Y2,Mean_Force_Z1,Mean_Force_Z2,Mean_FTI_Left,Mean_FTI_Right,Step_Duration,Average_Loading_Rate_Left,Average_Loading_Rate_Right,Average_Unloading_Rate_Left,Average_Unloading_Rate_Right,Time_To_Peak_Force_Left,Time_To_Peak_Force_Right,Double_Support_Time,Stance_Duration,Swing_Duration
1,231.046143,210.338379,42.087753,100.46534,1046.901367,1067.986694,-0.2913629999874906,-2.6951956769458283,-22.221861230791717,21.547745106114444,615.3680026218659,615.2354976301732,400.02779468355084,390.47183143324025,0.49456302521008405,4929.8258583105735,6141.7952505706635,3446.521719523392,2648.628026489423,0.2850508474576271,0.20185,0.14203361344537815,0.6437661016949152,0.35443799435028245
1,238.355988,225.55687,44.395435,82.901245,1137.965698,1116.005005,-0.6105976662056259,-2.940362207119307,-22.008182404061724,21.709372289976507,622.195030729331,621.2752779405786,400.74230524020476,393.4955209123985,0.500781512605042,7399.1416494856,7945.733264745976,1984.5406547111243,2179.7019274185423,0.14155932203389832,0.1416,0.13849166666666665,0.6393707627118643,0.36278290960451975
2,72.545647,75.141342,8.004371,34.988503,581.588867,577.002014,0.9472573402468402,-2.9368639007473996,-14.506438644194226,14.173923845618695,385.75946451471884,378.7381509341777,412.1037914835299,400.7100035222982,0.7629350649350649,1075.879744576532,1351.9433753389803,1370.6706128650367,1021.0400547983108,0.5902307692307692,0.44997368421052625,0.300576923076923,1.0631933198380568,0.47404858299595143
2,81.638054,274.334534,11.800172,40.051079,600.656128,1024.527222,0.1524392135120458,-1.971618930085973,-15.846157384470608,15.775062988369031,382.3846512595051,384.3066360788566,359.3994062374337,362.55979702792445,0.6859770114942529,923.8205177575383,952.6409482456585,1963.4296718630505,1900.748380762816,0.62025,0.6259534883720931,0.9354942528735632,0.932073467230444,0.4240335623678647
2,88.353127,93.136909,13.898792,39.044006,605.658447,595.471497,-0.9290935492141459,-1.1019149639993664,-15.327349162126296,15.149427400551842,391.0294020980415,392.6485041807642,350.6290269043648,349.41374674402584,0.6487528089887641,868.6537062419708,900.2037339223806,2283.9256586305,2304.1633721309104,0.6369555555555556,0.6385555555555555,0.2358111111111111,0.8847444444444446,0.43455555555555553
2,100.979156,96.96804,16.947273,43.050182,697.944458,615.77063,1.217792161913221,-3.221724112483555,-17.893960661863417,16.935954702431655,404.2983120111523,390.8639358289993,323.03109312441325,309.9824857582745,0.6005353535353536,1052.0287663309732,976.43701393631,2694.697686008243,2652.712112763138,0.5716938775510204,0.5688823529411764,0.7856899999999999,0.7887148859543818,0.4001830732292917
2,111.140465,109.915375,26.537336,42.324131,651.745728,615.004822,-1.7431136068205757,-0.21298892147517576,-14.409492576352015,14.728911319740714,394.32607690572854,399.02847209869253,315.904189223365,307.10417653755553,0.583990099009901,1064.7824820762005,1024.566218745389,3000.727568642375,3040.901766212364,0.58124,0.5757450980392157,0.20495098039215684,0.7893039215686275,0.3835678431372549
2,120.518028,116.614731,17.781696,41.335945,663.592712,641.660522,0.2021659256858127,-2.2452397261787778,-18.843583011817568,18.184234863083244,412.7200550713759,405.3221512762498,296.04803815144294,291.14922377742744,0.5498348623853211,1130.7346457551726,1124.2943551489375,3635.205632100402,3347.873165702462,0.5472777777777778,0.5371851851851852,0.16799082568807336,0.7177962962962963,0.3802037037037037
2,132.046783,124.267693,24.633215,48.428326,662.869324,642.105652,-1.2948729750046726,-0.8372532754767451,-18.592202045246793,18.908168892768238,403.4271501328362,406.9524455630629,281.3867051347807,279.35568391650594,0.5201504424778761,1178.7338060414625,1433.623833029989,3737.7454797840323,3302.7290599449893,0.5180526315789474,0.47251785714285716,0.15807079646017702,0.687609022556391,0.36401550751879697
2,155.501556,149.716644,23.787815,54.65683,683.429321,658.386719,-1.3200977378196457,-0.8440893432819478,-18.547844405565424,18.057760226692675,417.7022605124497,412.5853479536616,279.7053175810555,275.3568499142237,0.5193805309734513,1329.005371156282,2223.5327666478324,4019.873595565451,2709.572069516652,0.5014385964912281,0.3579649122807017,0.1495478260869565,0.6689122807017545,0.3755175438596491
2,159.313034,152.692719,37.049057,54.877819,705.387329,653.241333,-1.8583774075461803,-0.3192191530387365,-19.083064158838308,18.739921850071852,416.4381874800917,414.24344230756077,271.8996240079943,267.4606506039972,0.5044529914529915,1388.865539950213,2344.1487659780187,3945.34000995987,2804.401994440557,0.48049152542372875,0.3441186440677967,0.14526890756302524,0.6497203389830508,0.36130508474576273
2,165.632629,170.801804,30.085997,58.12241,689.967834,685.110291,-0.41120248455548325,-1.6866780202999985,-19.165142564867683,18.558362512917455,419.3342098770266,417.6726412966345,260.8068545824112,259.2906274595642,0.48611570247933883,1670.7632509910925,2985.3366048827043,4094.3014456938254,2489.469533880085,0.4374426229508197,0.27670491803278685,0.13546341463414632,0.621622950819672,0.3544344262295082
2,168.518936,165.333313,29.974522,65.282829,687.59198,690.695435,-1.168053397209214,-0.9992270579713554,-20.314664453948723,19.732639899745056,422.0470072820995,417.57176222346345,255.3756647058898,252.19352705495766,0.47425599999999996,3355.082551216555,3881.0357368836285,2422.0309329578045,1841.5073360852182,0.25225806451612903,0.19328571428571426,0.13036507936507938,0.6046296722990272,0.34536047107014844
2,171.361664,170.103531,28.687349,66.011604,707.281494,716.576172,-0.7304406629446621,-1.4524421830243892,-20.223315492965718,19.682432384808703,417.90929128107325,418.951911111555,245.41061441260936,244.16913826911025,0.4571317829457365,4585.039013065045,4541.883531320577,1579.001955424782,1577.9949418598812,0.15068750000000003,0.1503076923076923,0.12826153846153845,0.5854626201923077,0.3323786057692308
3,67.577026,70.857597,9.678557,40.37627,667.544373,660.296387,-3.314266841661696,0.6330941165525704,-19.163029298752043,18.353479286498544,428.85675452572536,428.1692109387926,479.4337705711802,481.8253341425451,0.79272,1609.6129573474675,1665.9863076383067,883.6641089706372,872.3299252089014,0.39575675675675676,0.3884054054054054,0.32761333333333337,1.1216486486486485,0.4755135135135135
3,86.9972,137.581131,13.964598,47.034897,779.461853,659.183838,-1.38850905790142,-1.3078641771875228,-22.164274790483045,21.137277977137874,438.4542662772328,440.48920892106554,434.6093381513062,441.8160954751077,0.723037037037037,1712.3842735056817,1597.850948733109,1090.615251432221,1276.5674455657042,0.38182499999999997,0.4406341463414635,0.27342682926829265,0.996852743902439,0.45753048780487804
3,89.721664,95.721321,18.459818,56.119373,650.648987,665.736389,-3.056301313575853,0.43103456978374527,-22.49405550782126,21.868785269580716,444.90988912843255,443.06511473710594,386.17479213169685,384.4340455766432,0.6358709677419355,1959.0055231555348,1602.2900783534405,1397.6467897738264,1878.6161508064963,0.35489361702127664,0.46045652173913043,0.23198936170212764,0.8677842275670675,0.4131496299722479
3,104.023102,92.677612,9.324604,56.438095,678.933655,673.503967,-2.477366827426309,-0.11768407159391568,-23.36385764286271,22.805838992593912,450.66192548786984,443.89148581050176,361.3845680722516,352.6171023609231,0.5885445544554455,1445.257620399752,1670.1597324594252,2584.3609567906424,2146.393264061032,0.50846,0.43886274509803924,0.2092745098039216,0.7981164705882353,0.3777607843137255
3,107.144295,106.344109,65.791115,57.519077,676.04303,776.218506,-3.6332651307003596,1.2134235621528382,-23.411967627024538,23.22013200697582,453.0331645350402,444.0752355364432,348.17529731302045,335.982074767024,0.5643333333333334,1681.7427996933566,1649.1023018495698,2696.5829756899016,2500.0008298571365,0.46699999999999997,0.4458076923076923,0.19851886792452833,0.7629101959361393,0.37097986211901307
3,128.189651,118.905457,20.424746,60.534775,695.591492,701.910034,-2.3745001475604472,-0.09502289121638204,-24.476859798162362,24.335184846505282,455.20458374304377,446.43560532569154,331.53518041732116,319.32225006476665,0.5363963963963965,1703.5464427506183,1945.9193004729407,3170.4987395821145,2549.970057464162,0.4686363636363637,0.3948909090909092,0.18614414414414407,0.7225727272727274,0.35451818181818184
3,130.945892,129.992386,20.583925,59.892731,712.411133,696.140747,-2.9241414866354325,0.6555572283447714,-23.687153626592032,23.494336116517385,461.88200669434576,451.18495380320786,337.19867020655755,310.907744067311,0.5247614678899082,2721.7932444576873,2827.9851478165874,2403.9739477707426,1860.689879628229,0.32499999999999996,0.26762499999999995,0.18795454545454543,0.7126448051948052,0.36069285714285715
3,144.498032,138.470673,16.300127,60.133133,779.461365,707.033142,-3.5092076449001004,0.8248630053614104,-24.721559492446417,24.321475385600845,467.39349493716134,451.2564917403406,312.16361664119216,298.4308451366172,0.5031932773109243,2834.5280633086218,3173.4807279333436,2777.555611915515,1737.5819251919418,0.32744067796610166,0.2299491525423729,0.16172268907563025,0.664686440677966,0.34161016949152545
3,155.984085,152.411087,19.333582,66.945801,759.776184,741.939148,-3.5487015353185813,1.5925875564949246,-22.925518406160712,23.02030873129872,462.8672265611366,452.82655017505726,316.3434908753447,288.8583171422444,0.4903333333333333,3835.770078010114,3542.3299989645325,1936.6891636626265,1996.2483496917262,0.2479322033898305,0.2275833333333333,0.17325423728813558,0.663637429378531,0.3372159604519774
3,176.390274,173.897369,15.167337,69.560135,799.300659,769.858948,-3.227343994847256,0.9150059212269839,-24.21291435418109,24.268169528035628,465.1848964097918,455.5434337200763,307.0105993653639,281.4202897114341,0.4920495867768595,4404.0442366768075,4115.891579987539,1773.8024199204172,1752.5215967690758,0.20719999999999997,0.18329032258064515,0.14949180327868852,0.6416897849462365,0.3313247311827957
3,197.043884,179.433838,16.144871,80.591759,815.485596,810.005188,-3.5058566301224703,1.3551426880723083,-24.325969676838845,24.533546258922954,467.26710877033565,454.87641289109956,296.2136670542262,272.0767908065352,0.46429921259842516,4976.887762396094,4422.235296241238,1749.3876016562576,1945.0805176719255,0.16814285714285718,0.183375,0.14586614173228346,0.6175318700396826,0.32315997023809523
3,211.524887,192.450546,13.756745,74.039253,844.534973,834.078857,-2.7748112439629584,0.5995461350758875,-23.254295117315127,23.35475880178643,468.35543609803307,458.33375314495277,299.70146785805633,267.2756129541326,0.476784,5535.738815031035,4974.874386786911,1692.905015823437,1865.4114500798937,0.16770967741935486,0.16095454545454543,0.13738095238095235,0.6145190615835777,0.31917253176930593
5,74.061287,66.499268,16.804247,40.198742,666.864624,659.381531,-2.300015146065732,0.21646819088286756,-19.635441603441173,18.429072965115154,477.6640565586485,472.6885912104236,540.2428283839582,537.1891038086023,0.8504202898550725,1157.685439506724,1089.8069620901829,1445.895338557195,1262.2124716834664,0.6149411764705882,0.6027714285714285,0.2831142857142857,1.133685294117647,0.5691768907563025
5,88.111382,130.81337,22.634398,41.411873,668.922485,692.97876,-2.622813386649637,-0.020996006075057128,-21.149689511717874,20.072319690017263,484.0612593391472,484.3200842163076,493.209047286446,505.07023008598424,0.7877466666666667,964.4317684550986,1004.0986021874929,2200.9088934994984,1859.23981056911,0.6942702702702702,0.6592162162162163,0.24314666666666662,1.0307297297297298,0.5602702702702702
5,92.888741,89.958527,20.555132,47.282097,692.476807,754.300781,-1.040131106145686,-1.0063674526642814,-20.89532508214835,19.478951296436776,486.3904091524968,488.00636963966934,460.6639244150667,464.63026120761043,0.7300123456790124,919.7943893883105,903.3586769342328,2700.891281091369,2732.674680173229,0.702175,0.712875,0.21939506172839507,0.9495125,0.5258125
5,97.300034,92.959389,19.791039,46.961433,679.711121,684.215271,-2.1516024038918244,-0.13222570810444167,-24.326168884983925,23.363549383480077,489.2494903742292,486.95784439197774,431.30893136452266,429.21613254699025,0.6785862068965517,1097.9606578653686,965.195769997877,2998.637982711135,3067.593227663981,0.6422727272727274,0.6705348837209303,0.20278409090909089,0.8814593023255815,0.4868512156448203
5,116.526695,110.536842,18.337019,51.187939,715.055725,699.12384,-2.371528138667421,-0.31167645141735983,-24.676183640706665,23.977815228899793,491.5954257298658,489.15859080678456,406.6293365327464,408.43957783814847,0.6423736263736264,2403.6626956818095,1285.6605915343987,1925.0848753999735,2993.13809347738,0.3618260869565218,0.5862608695652174,0.1885591397849462,0.8310326086956522,0.46343478260869564
5,117.897964,141.158264,19.62991,197.052094,737.220825,748.88147,-1.906314296519787,-0.4007017219906681,-24.23994798229441,23.324619170432612,490.232808543398,492.5450968440886,384.29102229427036,390.0605137479253,0.6105876288659794,3317.9009862607236,2912.36855192463,1268.1851903080583,1837.6559836835547,0.2166122448979592,0.3095,0.1773469387755102,0.7878660714285715,0.43434715136054425
5,130.761307,132.014267,18.568861,66.882217,778.772583,773.794678,-1.2185410702460353,-1.2292085402714472,-25.516349098190467,24.62189659238111,494.4683540396057,493.689927777704,368.6903297124,373.1292429492157,0.585009900990099,3732.956973695866,3587.2551377058694,1320.2562720503922,1591.185873671317,0.19511999999999996,0.23658823529411765,0.16571568627450983,0.7506823529411765,0.4270378431372549
5,147.007156,158.901489,17.37595,72.754257,780.676331,811.87616,0.4438928996537681,-2.7490772908389727,-27.48591813794031,26.456356633919604,492.5811278311394,499.7496878532997,356.0842465267772,364.5727284878093,0.5677961165048544,3949.1557665187306,4256.280763791069,1381.2629312666907,1410.2094331955027,0.18761538461538463,0.18192307692307694,0.1583904761904762,0.726173076923077,0.4169519230769231
5,164.641937,159.472763,17.73827,78.520309,825.223511,856.566284,0.689226595660959,-2.8700764829386767,-27.305739902968472,26.29917967957867,492.0342062457516,500.3201759062508,343.41596554628546,352.52341515268665,0.5489065420560747,4344.239979808402,4570.212456913386,1494.0058890386313,1512.5843685746745,0.17892592592592593,0.17561111111111108,0.15240366972477062,0.7012962962962963,0.39875925925925926
5,174.417099,173.579803,15.594993,79.358627,849.752747,894.578796,0.6793382172873015,-3.023684526456182,-26.272226582488504,25.396475273467246,496.10136627024247,500.96168578396185,335.55438271616214,343.3629575641212,0.5346396396396397,4686.819037634489,4911.500199314438,1579.1645607019066,1610.8563342953028,0.17081818181818187,0.1704,0.14627927927927925,0.6810545454545455,0.39602727272727273
5,185.855499,187.987381,35.371548,104.96199,885.274719,925.098511,0.2323527115264961,-2.386941459003279,-27.560840429476254,26.69128507635487,495.98914348082906,505.8472817603298,325.40788641356573,334.47230968756577,0.5200884955752213,5057.705740715613,5328.239952093346,1692.5870963204347,1729.184420221467,0.16487719298245612,0.16236842105263155,0.13864347826086956,0.658719298245614,0.3884649122807018
5,188.032822,196.016281,12.492052,83.956093,905.994995,950.774597,0.9408355511304809,-3.145004647527046,-27.74791517426195,26.741412422660996,499.4851633257917,508.9788914605269,318.47584755684335,327.12355720721183,0.5083931623931625,5535.930589707736,5801.908140406898,1785.721152677072,1826.1309203063722,0.15584482758620688,0.15420338983050846,0.13173728813559324,0.6401319403857394,0.37522121566335476
6,100.396797,87.058327,24.508604,62.038883,867.721558,872.214661,2.2171531114385834,-3.623733246792076,-33.395819112247345,32.76390836231964,593.5287680968305,596.7499693833521,649.0431487868175,637.9484837673948,0.77704,2288.1096699587815,2484.6548111527604,1283.7126774651135,1247.9464201522446,0.39367567567567574,0.3606842105263158,0.30397368421052634,1.081230440967283,0.48814615931721195
6,114.001572,205.54158,26.171675,69.478363,861.144165,912.252441,2.6367941674155118,-4.516654459924249,-35.091918976241786,34.6980748251259,603.0580142268751,606.1620481325676,621.6701139676125,608.8906507365666,0.742253164556962,2205.743369480309,2569.70375256482,1608.892545292173,1461.1698562695146,0.42995,0.36302500000000004,0.2747901234567901,1.01755,0.4665625
6,133.495819,118.700722,26.904236,76.296852,880.724548,900.778381,2.6041899262522827,-3.7927128920504534,-37.4904390240286,36.71178726548538,614.6485371917129,614.2292610706835,565.9886652950387,553.9890339479242,0.6757931034482758,2420.959856179289,2881.3140008404553,2182.3769848603397,1813.0501886169236,0.4328837209302325,0.34988636363636366,0.23548863636363634,0.911316067653277,0.45182214587737846
6,133.174362,112.621094,22.636175,74.629372,900.12262,896.143311,4.017187095178926,-5.213908882695007,-37.16662031978614,35.957580340551544,618.6186862697433,610.2877108194406,510.2188580806597,494.65934239701204,0.6058144329896907,1564.8111046982958,2712.450894654519,3852.3485536118133,2480.4283140379835,0.5872291666666667,0.3855918367346938,0.21157142857142855,0.8175788690476191,0.40307440476190476
6,141.094086,128.037872,29.50518,72.574928,919.815796,922.550537,3.6754289916781873,-5.032851838231812,-36.22707043989662,35.45316805059649,615.3480616031933,619.6753053312061,480.4386369961062,476.1282989742533,0.5769805825242719,1860.2474496571529,3016.4578438319095,4044.694807971451,2769.7203870788844,0.5311960784313726,0.36592307692307685,0.1974326923076923,0.7745360105580694,0.38047228506787334
6,161.261627,137.136673,28.800093,92.21666,926.815186,967.426697,3.226579924011018,-4.35548149608015,-38.94728686262269,38.224198215785705,624.278045133841,623.6336473154063,480.68787140135095,469.1038044061875,0.5729320388349514,2005.426068004863,3696.6161928343713,4164.786028584433,2303.0080634643377,0.5172692307692307,0.2881923076923077,0.18834285714285715,0.7610576923076924,0.3837115384615385
6,166.447128,143.466751,34.988029,79.532768,946.498291,968.969421,4.346007788578301,-5.9808219667249505,-36.7855523980995,36.150778689491005,623.2023136563286,625.7635292326678,448.1394941639651,440.75341584804755,0.5357207207207207,2156.0759500888375,3527.3401856908386,4606.793257366948,3119.013481052049,0.4864909090909092,0.3318214285714286,0.17585714285714288,0.711687987012987,0.3602751623376623
6,183.948395,155.667343,28.475145,84.748962,978.515381,974.86145,2.538504076261823,-3.710575064916826,-37.1166943694545,35.93716162759229,629.2473711755696,628.5684425966903,431.8039877196185,424.65882876417834,0.5158695652173912,2665.911354739904,4291.709416729364,4446.321384789744,2704.8665282501383,0.4283508771929825,0.2624385964912281,0.16494782608695654,0.6808771929824562,0.3580964912280702
6,196.30658,177.187973,37.532459,96.970947,979.843445,1091.941895,4.9439052782867865,-6.929302711348123,-38.27782612996009,37.66123605797889,630.7352101645295,641.8671512650378,435.0574078678377,434.28152370245385,0.5237699115044248,4735.1780641373,5766.914937186256,2404.922644359811,1928.5660949052933,0.2322280701754386,0.17019642857142858,0.1595,0.6832261904761905,0.37015021929824565
6,213.815582,180.258545,38.445297,99.18689,1073.420166,1064.571899,4.723142211911775,-6.44386912590685,-38.30742944267531,37.60674708297149,633.586077249031,641.821524879797,416.2744702354068,414.108293516031,0.5000683760683761,5366.029382016419,6007.065021537764,2463.565011956271,2089.6533476471363,0.20677966101694917,0.16728813559322034,0.15094117647058816,0.6510338983050847,0.35494915254237286
6,226.0056,204.424393,36.391773,100.879692,1110.865234,1112.455811,3.7487077206898562,-5.931810884585558,-38.14826859250566,37.42845255233772,639.4951271823259,649.7023882604093,411.02914066172923,410.21957150938056,0.4944621848739496,6340.558696027965,6793.374421255718,2138.3531101831823,2223.8970394479225,0.16323333333333334,0.15663333333333332,0.14263636363636362,0.637,0.3575583333333333
6,236.167374,201.604263,49.912933,114.031326,1169.764038,1138.951416,5.281464924806202,-7.264093456177175,-39.46406143599941,38.8299856908598,641.3276087877551,651.8420835618421,396.8511943125081,396.25330898408464,0.4768292682926829,6812.650259294393,7278.94812880639,2325.720344007907,2285.5139954105425,0.15887096774193546,0.14575806451612902,0.13619199999999998,0.6132822580645162,0.3452258064516129
7,91.93042,91.881065,16.573381,48.763256,803.455444,773.176514,-1.2995372177202151,-1.2875250517541312,-21.345842949126673,20.83459574643198,535.442167736682,535.7382981986614,564.0001463401196,570.514439914049,0.7570389610389611,2114.1334279755233,1886.9925378352502,1151.8371673680165,1320.5516378334646,0.37169230769230766,0.4413333333333334,0.30087341772151904,1.0590256410256411,0.45739743589743587
7,98.940514,97.177956,20.272476,52.93504,780.279968,890.346313,-0.940781163181687,-1.2019488915504393,-26.693033341527833,25.974285760917816,544.8545029420088,541.3805526594832,503.65350026769306,503.19404516089196,0.6728505747126438,2131.84811936301,2104.5812905962584,1506.7792304809436,1538.6365000745602,0.38129545454545455,0.39402272727272736,0.2541573033707865,0.9269318181818182,0.42401136363636366
7,110.427864,113.116379,14.136545,52.549355,778.514771,771.053772,0.47410263421682225,-2.658278519932827,-26.20392026071975,25.07160640330658,551.6671170478462,550.7296415816122,470.5966391380443,476.50802710712685,0.6323440860215054,2009.1036511689776,2155.069610399467,2107.256297781788,1913.8940531863514,0.43074468085106393,0.4070434782608695,0.22656382978723402,0.8591188714153561,0.4161510175763182
7,116.370178,134.714737,15.390507,55.134941,800.270325,856.959656,-1.6096394881237281,-0.6797285360126087,-26.684337108554356,26.23759384566811,557.7248485800962,551.9779260131343,439.5859818649217,435.58033840076143,0.5844059405940594,2633.532519212096,2891.221920915572,2101.533179850151,1609.1640793369554,0.35042,0.2832156862745098,0.2042450980392157,0.7885901960784314,0.3889619607843138
7,130.044556,146.022919,20.648972,58.17831,807.137695,826.621277,-1.176749373479454,-1.2308077919815377,-28.6410946724281,27.971480667105247,558.0036227854864,559.6593387531906,423.7902976655163,431.29710446022756,0.5714660194174758,2719.4475259401593,2201.880379173443,2417.5466823172565,2911.032977620974,0.35700000000000004,0.43340384615384625,0.1937307692307692,0.7650137631975866,0.3865184766214178
7,140.176849,147.759766,18.620687,60.964912,849.21344,851.340393,-2.24715214173542,-0.2859167828696364,-27.796918591038782,27.3027408521319,564.274152225905,565.6009988587978,405.5100754813287,410.08171421677156,0.5443394495412843,4207.9859851852225,3833.634805537771,1586.135314751544,1738.1526692993723,0.19768518518518519,0.22757407407407407,0.1774862385321101,0.7218148148148148,0.3751481481481481
7,155.0495,166.931854,26.572165,62.815514,881.078552,877.68158,-0.3358829026039618,-2.040535028621102,-28.80835505728828,27.630223913327082,564.5698942968958,572.1454816754195,395.08220380451047,407.48743678491815,0.5355945945945946,4146.845498478107,4415.184612799949,1970.7342586925301,1672.5250206390158,0.22679999999999997,0.19636363636363635,0.17008108108108105,0.7059545454545455,0.3715
7,164.674408,179.237427,23.810644,65.447685,961.487244,947.409729,-2.667624039563294,0.07333721601139241,-26.489300286700804,25.77253011133419,570.3971820544779,568.8899825093707,381.15511085433474,387.03028776730025,0.5121043478260869,5391.7891492493245,5019.707538420316,1703.050860323465,1799.4085570678894,0.16091379310344828,0.18032758620689657,0.16258119658119655,0.6750172413793103,0.35370689655172416
7,173.22525,172.211121,23.658468,72.566101,968.282837,986.794312,-1.2870330322398151,-1.2473804265883293,-30.113996826479056,28.849560644340883,571.5589337162622,575.5606472745925,362.5625259073458,370.20414614632915,0.48861983471074383,5692.194959798051,5718.789946540941,1820.4118651321282,1833.1170734335528,0.15436666666666668,0.15667213114754097,0.1500901639344262,0.6387237704918032,0.34386393442622953
7,196.058762,193.483185,20.959616,81.042274,1015.225769,1045.052124,-0.6859142396454985,-1.812582331870404,-26.850796061337785,25.72214367956932,572.7506465403826,581.4351217679971,354.33815224160753,365.8147645698634,0.4800162601626016,6371.744822375719,6418.867111301572,1941.2848331474636,1954.9704437145178,0.14509677419354838,0.14752459016393443,0.1439838709677419,0.6239524061343205,0.3419263617133792
7,189.978531,195.080429,26.44776,72.369507,1035.419189,1082.0271,-0.7625380324575886,-1.7474943299918424,-30.857716936642895,29.862214510665808,574.8795008578486,582.4442841438058,343.6759237324518,353.1995592269518,0.46421259842519685,6648.986447056281,6944.1784304420535,2045.1942018757452,2073.734018323968,0.14115624999999998,0.139984375,0.13789922480620156,0.602109375,0.3264765625
7,201.98877,226.259918,24.773985,90.465279,1130.16272,1144.673584,-2.9908286782216407,0.17196575619041676,-28.755528964253813,27.19583304810471,577.9293835188683,585.9656543376207,335.9859579775923,347.6109622363538,0.4551240310077519,7363.719368072972,7382.935256276324,2192.026669121683,2218.4913093633722,0.13379999999999997,0.13744615384615383,0.13199236641221374,0.5872076923076923,0.32687692307692306
